question,context,answer_start,answer
đại thi hào nguyễn du quê ở huyện nào của tỉnh hà tỉnh,"Tiên Điền là thị trấn huyện lỵ của huyện Nghi Xuân , tỉnh Hà Tĩnh , Việt Nam . Thị trấn Tiên Điền có làng Tiên Điền , xưa thuộc phủ Đức Quang , trấn Nghệ An , là quê hương của Đại thi hào Nguyễn Du và nhiều danh nhân , nhà khoa bảng nổi tiếng .",35,huyện Nghi Xuân
nhà thám hiểm người tây ban nha từng đi vòng quanh thế giới,"Lịch sử . Khám phá . Hòn đảo được nhà thám hiểm người Basque Tây Ban Nha Juan Sebastián Elcano khám phá ra vào ngày 18 tháng 3 năm 1522 , trong chuyến đi vòng quanh thế giới bằng đường biển của ông .",73,Juan Sebastián Elcano
Ngọn núi được cho là đẹp nhất Nhật Bản là núi nào,"Những ngọn núi nổi tiếng . Thế giới . - Dãy Alps ( An-Pơ ) , dãy núi chính của châu Âu . - Núi Phú Sĩ , ngọn núi nổi tiếng , đẹp nhất Nhật Bản .",91,Núi Phú Sĩ
Vị Hùng Vương nào sinh vào năm 2879 trước công nguyên,"Hùng Vương thứ I sinh năm 2879 trước công nguyên , Hùng Vương thứ XVIII lại mất năm 258 trước công nguyên . Nếu tính theo độ tuổi trung bình thì mỗi vị vua sống tới 145 năm ( !",0,Hùng Vương thứ I
Địa phận của tỉnh Hà Tây về sau được sáp nhập với địa phương nào,"Từ ngày 1 tháng 8 năm 2008, toàn bộ địa giới của Hà Tây được sáp nhập vào Thủ đô Hà Nội, và như vậy tỉnh này không còn tồn tại nữa.",74,Thủ đô Hà Nội
Ai là người đầu tiên đặt chân lên Mặt trăng,"Với việc trở thành người đầu tiên đặt chân lên Mặt Trăng, Armstrong vụt sáng để trở thành một biểu tượng đáng tự hào của rất nhiều thế hệ người Mỹ. Ngày nay, vẫn còn rất nhiều thanh niên Mỹ coi ông là một tấm gương sáng để noi theo.",58,Armstrong
phần lớn hồ thuỷ điện Sơn La nằm trên địa bàn huyện nào,"Địa lý . Huyện Quỳnh Nhai nằm ở cực bắc của tỉnh Sơn La , có dòng sông Đà chảy qua và phần lớn hồ thuỷ điện Sơn La nằm trên địa bàn huyện .",15,Quỳnh Nhai
Công chúa nào của nhà Trần lấy Thoát Hoan - con trai vua Nguyên để cản bước tiến quân Nguyên,"Tháng 2 năm 1285, khi Thoát Hoan lên sông Nhĩ Hà, cột liền bè vào làm cầu, cho quân qua sông; quân ta theo hai bên sông lập đồn để cự lại, không được. Ngày đã về chiều, quân Nguyên qua được sông vào kinh thành Thăng Long, Trần Thánh Tông bèn sai đưa An Tư công chúa gả cho Thoát Hoan, để thư nạn cho nước.",250,An Tư công chúa
Trận Waterloo diễn ra ở nước nào hiện nay,"Trận Waterloo là trận chiến diễn ra vào ngày Chủ nhật 18 tháng 6 năm 1815 , gần Waterloo , thuộc Bỉ .",97,Bỉ
Phần lớn diện tích hồ Dầu Tiếng thuộc địa phận huyện nào của tỉnh Tây Ninh,"Hồ Dầu Tiếng có khu đầu mối nằm tại huyện Dầu Tiếng tỉnh Bình Dương và huyện Hớn Quản tỉnh Bình Phước song lưu vực chủ yếu nằm trên địa phận huyện Dương Minh Châu và một phần nhỏ trên địa phận huyện Tân Châu, thuộc tỉnh Tây Ninh nằm cách thành phố Tây Ninh 25 km về hướng đông, với diện tích mặt nước là 270 km2 và 45,6 km2 đất bán ngập nước, dung tích chứa 1,58 tỷ m3 nước. Được khởi công xây dựng vào ngày 29/4/1981 và hoàn thành vào ngày 10/1/1985.",141,huyện Dương Minh Châu
Ai là người có ảnh hưởng nhất trong lịch sử khoa học,"Năm 2005 , trong một cuộc thăm dò ý kiến của Hội Hoàng gia về nhân vật có ảnh hưởng lớn nhất trong lịch sử khoa học , Newton vẫn là người được cho rằng có nhiều ảnh hưởng hơn Albert Einstein .",118,Newton
Đến năm nào thì Hà Nội báo cáo đã giải quyết xong hậu quả của chỉ thị Z30,"Đến năm 1992-1993 Hà Nội đã báo cáo là căn bản giải quyết xong hậu quả của Chỉ thị Z3 0 . Tuy nhiên , hậu quả của nó về mặt lòng tin và trên tâm lý người dân thì chưa phai mờ .",4,năm 1992-1993
Nguyễn Bình Tĩnh sinh ra ở đâu,"Khẩu hiệu Giám mục của ông là "" Khiêm tốn phục vụ "" . Nguyễn Bình Tĩnh sinh tại Ninh Bình , là người con út trong một gia đình Công giáo .",80,Ninh Bình
khu vực nào thường xảy ra động đất núi lửa sóng thần ,"Môi trường địa lí . Vùng vành đai Thái Bình Dương đầy rẫy núi lửa và khu vực này thường bị ảnh hưởng bởi động đất . Đôi khi xuất hiện những cơn sóng thần có nguồn gốc từ động đất dưới đáy biển , chúng phá huỷ nhiều hòn đảo và trong một vài trường hợp là toàn bộ các khu dân cư .",20,Vùng vành đai Thái Bình Dương
vị tướng giữ vai trò nhiếp chính cho Đinh Toàn khi mới lên ngôi,"Lên ngôi . Đinh Toàn lên ngôi khi mới 6 tuổi . Thập đạo tướng quân Lê Hoàn làm nhiếp chính . Đinh Điền và Nguyễn Bặc thấy quyền lực tập trung vào Lê Hoàn , lại nghi rằng Lê Hoàn tư thông với Thái hậu Dương Vân Nga , nên cử binh đến đánh nhưng bị Lê Hoàn dẹp tan .",67,Lê Hoàn
Ngọn núi cao nhất Việt Nam tên gì,"Điểm cao nhất Việt Nam là 3.143 mét , tại đỉnh Phan Xi Păng , thuộc dãy núi Hoàng Liên Sơn .",47,Phan Xi Păng
địa danh ngọc linh gắn với sản vật nổi tiếng nào,"Đặc sản . Trong dãy Ngọc Linh có loài nhân sâm nổi tiếng Việt Nam mang tên sâm Ngọc Linh , hay sâm Việt Nam , sâm trúc , sâm Khu Năm ( "" Panax vietnamensis "" thuộc Họ Cuồng cuồng "" Araliaceae "" ) mọc tập trung ở các huyện miền núi Ngọc Linh thuộc Kon Tum và Quảng Nam ở độ cao 1.500 đến 2.100 m .",75,"sâm Ngọc Linh , hay sâm Việt Nam , sâm trúc , sâm Khu Năm"
Nguyễn Phú Trọng được bầu làm chủ tịch nước ngày tháng năm nào,"Sáng ngày 23 tháng 10 năm 2018 , Quốc hội khoá 14 đã bầu ông Nguyễn Phú Trọng , Đại biểu Quốc hội thành phố Hà Nội làm Chủ tịch nước Cộng hoà xã hội chủ nghĩa Việt Nam khoá 14 nhiệm kì 2016-2021 thay ông Trần Đại Quang qua đời đột ngột ( tổng số đại biểu : 485 , có mặt : 477 , vắng mặt : 8 , tán thành : 476 , phản đối : 1 , tỉ lệ 47 6/4 77 =tỉ lệ 99.79% ) .",0,Sáng ngày 23 tháng 10 năm 2018
Thủ đô của hy Lạp là gì,"Athens ( Hy Lạp cổ : Ἀθῆναι , Athēnai ; Hiện tại : Αθήνα , Athína ) là thủ đô và là thành phố lớn nhất Hy Lạp , là một trong những thành phổ cổ nhất thế giới với lịch sử được ghi chép ít nhất là 3000 năm .",0,Athens
Tỉnh đầu tiên của Tây Nguyên có 2 thành phố trực thuộc,"Tỉnh lỵ là thành phố Đà Lạt nằm cách Thành phố Hồ Chí Minh 300 km về hướng Đông Bắc , cách thành phố Đà Nẵng 658 km về phía nam , cách thủ đô Hà Nội 1.414 km tính theo đường QL . 1 Năm 2010 , Lâm Đồng là tỉnh đầu tiên của Tây Nguyên có 2 thành phố trực thuộc tỉnh ( Đà Lạt , Bảo Lộc ) .",192,Lâm Đồng
Ai là người chế tạo ra ô tô đầu tiên,"Karl Benz chế tạo chiếc ô tô ba bánh đầu tiên của mình năm 1885 và nó được cấp bằng ở Mannheim , đề ngày tháng 1 , 1886 . Đây là - "" chiếc ô tô đầu tiên được thiết kế và chế tạo theo đúng nghĩa "" - chứ không phải là một cái xe ngựa , tàu , hay xe kéo được chuyển đổi .",0,Karl Benz
Cúp đầu tiên của Manchester United là gì,"Manchester United là một trong những câu lạc bộ thành công nhất tại châu Âu . Chiếc cúp đầu tiên của câu lạc bộ là Manchester Cup vào năm 1886 khi còn mang tên là Newton Heath LYR . Vào năm 1908 , câu lạc bộ giành chức vô địch quốc gia đầu tiên , và giành chức vô địch Cúp FA đầu tiên vào năm tiếp theo .",115,Manchester Cup
Cao lầu là đặc sản nơi nào,"Cao lầu là tên một món mỳ ở Quảng Nam. Đây được xem là món ăn đặc sản của thành phố Hội An. Món mỳ này có sợi mỳ màu vàng, được dùng với tôm, thịt heo, các loại rau sống và rất ít nước dùng. Sợi mỳ màu vàng là do được trộn với tro từ một loại cây ở địa phương.",74,thành phố Hội An
dưới thời quang trung trường học được mở rộng đến đơn vị hành chính cấp nào,"Giáo dục . Cùng việc lập "" Viện Sùng chính "" , Quang Trung cho tu sửa Văn Miếu và Học Cung cũ của chúa Nguyễn ở xã Long Hồ , đặc biệt là mở rộng hệ thống trường học tới cấp xã mà các triều đại trước chưa làm được .",169,cấp xã
Đội Việt Nam tuyên truyền giải phóng quân được thành lập tại khu rừng nào ở Cao Bằng,"Rừng Trần Hưng Đạo là khu rừng nằm dưới chân núi Slam Cao thuộc hai xã Tam Kim, Hoa Thám, huyện Nguyên Bình tỉnh Cao Bằng, nằm ở phía Tây Nam và cách thành phố Cao Bằng khoảng 50 km. Khu rừng hiện được công nhận là Di tích quốc gia đặc biệt này là nơi từng diễn ra sự kiện thành lập Đội Việt Nam Tuyên truyền Giải phóng quân, tiền thân của Quân đội Nhân dân Việt Nam vào ngày 22 tháng 12 năm 1944.",0,Rừng Trần Hưng Đạo
xã nào ở nghệ an trước đây đã từng được vua mai hắc đế chọn làm kinh đô,"Nam Anh là một xã thuộc huyện Nam Đàn , tỉnh Nghệ An - là Kinh đô Vạn An của Việt Nam thời vua Mai Hắc Đế .",0,Nam Anh
huyện nào ở bến tre là nơi khởi phát phong trào đồng khởi,"Mỏ Cày là một huyện cũ thuộc tỉnh Bến Tre , Việt Nam . Huyện được biết đến với truyền thống chống giặc ngoại xâm , với 3 xã Định Thuỷ , Phước Hiệp , Bình Khánh là quê hương của phong trào Đồng khởi .",0,Mỏ Cày
Bức tranh Mona Lisa hiện đang được trưng bày ở đâu,"Bức hoạ Mona Lisa hiện được treo tại Bảo tàng Louvre ở Paris , Pháp . Danh tiếng ngày càng tăng của bức hoạ còn lớn thêm khi nó bị ăn trộm ngày 21 tháng 8 năm 1911 . Ngày hôm sau , Louis Béroud , một hoạ sĩ , đi vào Louvre và vào Salon Carré nơi bức tranh "" Mona Lisa "" đã được trưng bày trong năm năm .",33,"tại Bảo tàng Louvre ở Paris , Pháp"
gia đình nguyễn trãi bị vu oan trong vụ án nào,"Có thể thấy Nguyễn Trãi được trao quyền rất lớn , nắm việc điều hành , nắm bộ Lại và Nội mật viện , đồng thời vẫn mang chức Hàn lâm viện Thừa chỉ học sĩ Năm 1442 , toàn thể gia đình Nguyễn Trãi bị kết án tru di tam tộc trong vụ án Lệ Chi Viên .",225,vụ án Lệ Chi Viên
Cơ quan quyền lực cao nhất trong hệ thống chính trị Liên Xô,"Khác với đa số các nhà nước cộng hòa trên thế giới theo nguyên tắc ""tam quyền phân lập"", hệ thống chính trị Xô viết theo nguyên tắc ""tập trung dân chủ"". Đảng Cộng sản lãnh đạo tối cao và toàn diện mọi mặt: chính trị, xã hội, kinh tế, văn hóa (điều 6 Hiến pháp Liên Xô). ""Cơ quan quyền lực cao nhất"" của Liên Xô là Xô viết Tối cao Liên Xô (""Верховный Совет""), có cả ba quyền lập pháp, hành pháp và tư pháp và trực tiếp đảm nhiệm chức năng lập pháp. Cơ quan thường trực của Xô viết Tối cao là Đoàn chủ tịch Xô Viết tối cao Liên Xô. Chủ tịch Đoàn Chủ tịch Xô viết Tối cao là nguyên thủ quốc gia trên danh nghĩa, nhưng Tổng Bí thư Ủy ban Trung ương Đảng Cộng sản mới là nhân vật số một. (Từ năm 1988 ""cơ quan quyền lực cao nhất"" là Đại hội đại biểu nhân dân, cơ quan thường trực của nó là Xô viết Tối cao). Ở các cấp địa phương ""cơ quan quyền lực cao nhất"" là Xô viết địa phương do dân bầu.",314,Xô viết Tối cao Liên Xô
Bến Ninh Kiều và chợ nổi Cái Răng ở đâu,"Cần Thơ có nhiều đền chùa như chùa Nam Nhã, chùa Ông (Cần Thơ), chợ nổi Cái Răng và chùa Long Quang (Cần Thơ). Một số nơi du lịch dành cho khách du lịch như: đình Bình Thủy, bến Ninh Kiều, chợ nổi Phong Điền, khu di tích Giàn Gừa và nhiều nơi khác.",0,Cần Thơ
Nguyễn Du sinh vào năm bao nhiêu,"Nguyễn Du ( chữ Hán : 阮攸 ; sinh ngày 3 tháng 1 năm 1766 – 1820 ) tên tự Tố Như , hiệu Thanh Hiên , biệt hiệu Hồng Sơn lạp hộ , Nam Hải điếu đồ , là một nhà thơ , nhà văn hoá lớn thời Lê mạt , Nguyễn sơ ở Việt Nam .",47,năm 1766
thành phố nào đông dân nhất thế giới,"Về dân số , thành phố lớn nhất thế giới là Tokyo , trong khi thành phố phát triển nhanh nhất là Dubai .",43,Tokyo
thủ đô có vĩ độ cao nhất thế nằm ở giới quốc gia nào  ,"Reykjavík là thủ đô của Iceland , là thành phố lớn nhất của quốc gia này và có vĩ độ 64 ° 08 ' vĩ Bắc , là thủ đô quốc gia có vĩ độ cao nhất thế giới .",24,Iceland
APEC năm 2017 được diễn ra ở thành phố nào của Việt Nam,"APEC Việt Nam 2017 là loạt hội nghị trong khuôn khổ Diễn đàn Hợp tác Kinh tế Châu Á - Thái Bình Dương (APEC) diễn ra từ đầu tháng 12 năm 2016 đến tháng 11 năm 2017 tại Đà Nẵng, Việt Nam và các thành phố lớn khác như Hà Nội, Nha Trang, Vinh, Ninh Bình, Hạ Long (Quảng Ninh), Huế, Cần Thơ, Thành phố Hồ Chí Minh, Hội An (Quảng Nam) với chủ đề: ""Tạo động lực mới, cùng vun đắp tương lai chung"".",168,Đà Nẵng
Lãnh thổ Bahrain nằm trong vịnh nổi tiếng nào,"Hầu hết các hòn đảo của Bahrain nằm ở vùng nước phía tây vịnh Ba Tư, giữa quần đảo này và bờ phía tây (bờ biển Ả Rập Xê Út) là một vịnh biển tương đối nông được gọi là vịnh Bahrain. Phần đáy biển liền kề với Bahrain là đá và phần phía bắc của đảo chủ yếu được bao phủ bởi những rạn san hô rộng lớn.",57,vịnh Ba Tư
Con trai nào đã lên ngôi thay vua Mai Hắc Đế tiếp tục chống lại nhà Đường,"Tương truyền, con trai thứ ba của ông là Mai Thúc Huy lên ngôi vua tức Mai Thiếu Đế, tiếp tục chống trả các cuộc tấn công của nhà Đường tới năm 723.",41,Mai Thúc Huy
vùng đất nào ở đồng tháp được biết đến với đặc sản quýt hồng,"- Là vùng đất nằm giữa hai con sông lớn ở Nam bộ là sông Tiền và sông Hậu , Lai Vung được thiên nhiên ban tặng nguồn nước ngọt và lượng phù sa màu mỡ , nên từ lâu đã trở thành vùng cây lành , trái ngọt , đặc biệt là trái quýt hồng đặc sản nổi tiếng cả nước .",76,Lai Vung
